x,y,z
1.0,1.5,13.65
1.0,1.5,13.700000000000001
1.0,1.5,13.75
1.0,1.5,13.8
1.0,1.5,13.850000000000001
1.0,1.5,13.9
1.0,1.5,13.950000000000001
1.0,1.5,14.0
1.0,1.5,14.05
1.0,1.5,14.100000000000001
1.0,1.5,14.15
1.0,1.5,14.200000000000001
1.0,1.5,14.25
1.0,1.5,14.3
1.0,1.5,14.350000000000001
1.0,2.0,13.55
1.0,2.0,13.600000000000001
1.0,2.0,13.65
1.0,2.0,13.700000000000001
1.0,2.0,13.75
1.0,2.0,13.8
1.0,2.0,13.850000000000001
1.0,2.0,13.9
1.0,2.0,13.950000000000001
1.0,2.0,14.0
1.0,2.0,14.05
1.0,2.0,14.100000000000001
1.0,2.0,14.15
1.0,2.0,14.200000000000001
1.0,2.0,14.25
1.0,2.0,14.3
1.0,2.0,14.350000000000001
1.0,2.0,14.4
1.0,2.0,14.450000000000001
1.0,2.5,13.5
1.0,2.5,13.55
1.0,2.5,13.600000000000001
1.0,2.5,13.65
1.0,2.5,13.700000000000001
1.0,2.5,13.75
1.0,2.5,13.8
1.0,2.5,13.850000000000001
1.0,2.5,13.9
1.0,2.5,13.950000000000001
1.0,2.5,14.0
1.0,2.5,14.05
1.0,2.5,14.100000000000001
1.0,2.5,14.15
1.0,2.5,14.200000000000001
1.0,2.5,14.25
1.0,2.5,14.3
1.0,2.5,14.350000000000001
1.0,2.5,14.4
1.0,2.5,14.450000000000001
1.0,2.5,14.5
1.0,3.0,13.450000000000001
1.0,3.0,13.5
1.0,3.0,13.55
1.0,3.0,13.600000000000001
1.0,3.0,13.65
1.0,3.0,13.700000000000001
1.0,3.0,13.75
1.0,3.0,13.8
1.0,3.0,13.850000000000001
1.0,3.0,13.9
1.0,3.0,13.950000000000001
1.0,3.0,14.0
1.0,3.0,14.05
1.0,3.0,14.100000000000001
1.0,3.0,14.15
1.0,3.0,14.200000000000001
1.0,3.0,14.25
1.0,3.0,14.3
1.0,3.0,14.350000000000001
1.0,3.0,14.4
1.0,3.0,14.450000000000001
1.0,3.0,14.5
1.0,3.0,14.55
1.0,3.5,13.450000000000001
1.0,3.5,13.5
1.0,3.5,13.55
1.0,3.5,13.600000000000001
1.0,3.5,13.65
1.0,3.5,13.700000000000001
1.0,3.5,13.75
1.0,3.5,13.8
1.0,3.5,13.850000000000001
1.0,3.5,13.9
1.0,3.5,13.950000000000001
1.0,3.5,14.0
1.0,3.5,14.05
1.0,3.5,14.100000000000001
1.0,3.5,14.15
1.0,3.5,14.200000000000001
1.0,3.5,14.25
1.0,3.5,14.3
1.0,3.5,14.350000000000001
1.0,3.5,14.4
1.0,3.5,14.450000000000001
1.0,3.5,14.5
1.0,3.5,14.55
1.0,4.0,13.450000000000001
1.0,4.0,13.5
1.0,4.0,13.55
1.0,4.0,13.600000000000001
1.0,4.0,13.65
1.0,4.0,13.700000000000001
1.0,4.0,13.75
1.0,4.0,13.8
1.0,4.0,13.850000000000001
1.0,4.0,13.9
1.0,4.0,13.950000000000001
1.0,4.0,14.0
1.0,4.0,14.05
1.0,4.0,14.100000000000001
1.0,4.0,14.15
1.0,4.0,14.200000000000001
1.0,4.0,14.25
1.0,4.0,14.3
1.0,4.0,14.350000000000001
1.0,4.0,14.4
1.0,4.0,14.450000000000001
1.0,4.0,14.5
1.0,4.0,14.55
1.0,4.5,13.450000000000001
1.0,4.5,13.5
1.0,4.5,13.55
1.0,4.5,13.600000000000001
1.0,4.5,13.65
1.0,4.5,13.700000000000001
1.0,4.5,13.75
1.0,4.5,13.8
1.0,4.5,13.850000000000001
1.0,4.5,13.9
1.0,4.5,13.950000000000001
1.0,4.5,14.0
1.0,4.5,14.05
1.0,4.5,14.100000000000001
1.0,4.5,14.15
1.0,4.5,14.200000000000001
1.0,4.5,14.25
1.0,4.5,14.3
1.0,4.5,14.350000000000001
1.0,4.5,14.4
1.0,4.5,14.450000000000001
1.0,4.5,14.5
1.0,4.5,14.55
1.0,5.0,13.450000000000001
1.0,5.0,13.5
1.0,5.0,13.55
1.0,5.0,13.600000000000001
1.0,5.0,13.65
1.0,5.0,13.700000000000001
1.0,5.0,13.75
1.0,5.0,13.8
1.0,5.0,13.850000000000001
1.0,5.0,13.9
1.0,5.0,13.950000000000001
1.0,5.0,14.0
1.0,5.0,14.05
1.0,5.0,14.100000000000001
1.0,5.0,14.15
1.0,5.0,14.200000000000001
1.0,5.0,14.25
1.0,5.0,14.3
1.0,5.0,14.350000000000001
1.0,5.0,14.4
1.0,5.0,14.450000000000001
1.0,5.0,14.5
1.0,5.0,14.55
1.0,5.5,13.450000000000001
1.0,5.5,13.5
1.0,5.5,13.55
1.0,5.5,13.600000000000001
1.0,5.5,13.65
1.0,5.5,13.700000000000001
1.0,5.5,13.75
1.0,5.5,13.8
1.0,5.5,13.850000000000001
1.0,5.5,13.9
1.0,5.5,13.950000000000001
1.0,5.5,14.0
1.0,5.5,14.05
1.0,5.5,14.100000000000001
1.0,5.5,14.15
1.0,5.5,14.200000000000001
1.0,5.5,14.25
1.0,5.5,14.3
1.0,5.5,14.350000000000001
1.0,5.5,14.4
1.0,5.5,14.450000000000001
1.0,5.5,14.5
1.0,5.5,14.55
1.0,6.0,13.450000000000001
1.0,6.0,13.5
1.0,6.0,13.55
1.0,6.0,13.600000000000001
1.0,6.0,13.65
1.0,6.0,13.700000000000001
1.0,6.0,13.75
1.0,6.0,13.8
1.0,6.0,13.850000000000001
1.0,6.0,13.9
1.0,6.0,13.950000000000001
1.0,6.0,14.0
1.0,6.0,14.05
1.0,6.0,14.100000000000001
1.0,6.0,14.15
1.0,6.0,14.200000000000001
1.0,6.0,14.25
1.0,6.0,14.3
1.0,6.0,14.350000000000001
1.0,6.0,14.4
1.0,6.0,14.450000000000001
1.0,6.0,14.5
1.0,6.0,14.55
1.0,6.5,13.450000000000001
1.0,6.5,13.5
1.0,6.5,13.55
1.0,6.5,13.600000000000001
1.0,6.5,13.65
1.0,6.5,13.700000000000001
1.0,6.5,13.75
1.0,6.5,13.8
1.0,6.5,13.850000000000001
1.0,6.5,13.9
1.0,6.5,13.950000000000001
1.0,6.5,14.0
1.0,6.5,14.05
1.0,6.5,14.100000000000001
1.0,6.5,14.15
1.0,6.5,14.200000000000001
1.0,6.5,14.25
1.0,6.5,14.3
1.0,6.5,14.350000000000001
1.0,6.5,14.4
1.0,6.5,14.450000000000001
1.0,6.5,14.5
1.0,6.5,14.55
1.0,7.0,13.450000000000001
1.0,7.0,13.5
1.0,7.0,13.55
1.0,7.0,13.600000000000001
1.0,7.0,13.65
1.0,7.0,13.700000000000001
1.0,7.0,13.75
1.0,7.0,13.8
1.0,7.0,13.850000000000001
1.0,7.0,13.9
1.0,7.0,13.950000000000001
1.0,7.0,14.0
1.0,7.0,14.05
1.0,7.0,14.100000000000001
1.0,7.0,14.15
1.0,7.0,14.200000000000001
1.0,7.0,14.25
1.0,7.0,14.3
1.0,7.0,14.350000000000001
1.0,7.0,14.4
1.0,7.0,14.450000000000001
1.0,7.0,14.5
1.0,7.0,14.55
1.0,7.5,13.450000000000001
1.0,7.5,13.5
1.0,7.5,13.55
1.0,7.5,13.600000000000001
1.0,7.5,13.65
1.0,7.5,13.700000000000001
1.0,7.5,13.75
1.0,7.5,13.8
1.0,7.5,13.850000000000001
1.0,7.5,13.9
1.0,7.5,13.950000000000001
1.0,7.5,14.0
1.0,7.5,14.05
1.0,7.5,14.100000000000001
1.0,7.5,14.15
1.0,7.5,14.200000000000001
1.0,7.5,14.25
1.0,7.5,14.3
1.0,7.5,14.350000000000001
1.0,7.5,14.4
1.0,7.5,14.450000000000001
1.0,7.5,14.5
1.0,7.5,14.55
1.0,8.0,13.5
1.0,8.0,13.55
1.0,8.0,13.600000000000001
1.0,8.0,13.65
1.0,8.0,13.700000000000001
1.0,8.0,13.75
1.0,8.0,13.8
1.0,8.0,13.850000000000001
1.0,8.0,13.9
1.0,8.0,13.950000000000001
1.0,8.0,14.0
1.0,8.0,14.05
1.0,8.0,14.100000000000001
1.0,8.0,14.15
1.0,8.0,14.200000000000001
1.0,8.0,14.25
1.0,8.0,14.3
1.0,8.0,14.350000000000001
1.0,8.0,14.4
1.0,8.0,14.450000000000001
1.0,8.0,14.5
1.0,8.5,13.5
1.0,8.5,13.55
1.0,8.5,13.600000000000001
1.0,8.5,13.65
1.0,8.5,13.700000000000001
1.0,8.5,13.75
1.0,8.5,13.8
1.0,8.5,13.850000000000001
1.0,8.5,13.9
1.0,8.5,13.950000000000001
1.0,8.5,14.0
1.0,8.5,14.05
1.0,8.5,14.100000000000001
1.0,8.5,14.15
1.0,8.5,14.200000000000001
1.0,8.5,14.25
1.0,8.5,14.3
1.0,8.5,14.350000000000001
1.0,8.5,14.4
1.0,8.5,14.450000000000001
1.0,8.5,14.5
1.0,9.0,13.5
1.0,9.0,13.55
1.0,9.0,13.600000000000001
1.0,9.0,13.65
1.0,9.0,13.700000000000001
1.0,9.0,13.75
1.0,9.0,13.8
1.0,9.0,13.850000000000001
1.0,9.0,13.9
1.0,9.0,13.950000000000001
1.0,9.0,14.0
1.0,9.0,14.05
1.0,9.0,14.100000000000001
1.0,9.0,14.15
1.0,9.0,14.200000000000001
1.0,9.0,14.25
1.0,9.0,14.3
1.0,9.0,14.350000000000001
1.0,9.0,14.4
1.0,9.0,14.450000000000001
1.0,9.0,14.5
1.0,9.5,13.5
1.0,9.5,13.55
1.0,9.5,13.600000000000001
1.0,9.5,13.65
1.0,9.5,13.700000000000001
1.0,9.5,13.75
1.0,9.5,13.8
1.0,9.5,13.850000000000001
1.0,9.5,13.9
1.0,9.5,13.950000000000001
1.0,9.5,14.0
1.0,9.5,14.05
1.0,9.5,14.100000000000001
1.0,9.5,14.15
1.0,9.5,14.200000000000001
1.0,9.5,14.25
1.0,9.5,14.3
1.0,9.5,14.350000000000001
1.0,9.5,14.4
1.0,9.5,14.450000000000001
1.0,9.5,14.5
1.0,10.0,13.55
1.0,10.0,13.600000000000001
1.0,10.0,13.65
1.0,10.0,13.700000000000001
1.0,10.0,13.75
1.0,10.0,13.8
1.0,10.0,13.850000000000001
1.0,10.0,13.9
1.0,10.0,13.950000000000001
1.0,10.0,14.0
1.0,10.0,14.05
1.0,10.0,14.100000000000001
1.0,10.0,14.15
1.0,10.0,14.200000000000001
1.0,10.0,14.25
1.0,10.0,14.3
1.0,10.0,14.350000000000001
1.0,10.0,14.4
1.0,10.0,14.450000000000001
1.0,10.5,13.55
1.0,10.5,13.600000000000001
1.0,10.5,13.65
1.0,10.5,13.700000000000001
1.0,10.5,13.75
1.0,10.5,13.8
1.0,10.5,13.850000000000001
1.0,10.5,13.9
1.0,10.5,13.950000000000001
1.0,10.5,14.0
1.0,10.5,14.05
1.0,10.5,14.100000000000001
1.0,10.5,14.15
1.0,10.5,14.200000000000001
1.0,10.5,14.25
1.0,10.5,14.3
1.0,10.5,14.350000000000001
1.0,10.5,14.4
1.0,10.5,14.450000000000001
1.0,11.0,13.55
1.0,11.0,13.600000000000001
1.0,11.0,13.65
1.0,11.0,13.700000000000001
1.0,11.0,13.75
1.0,11.0,13.8
1.0,11.0,13.850000000000001
1.0,11.0,13.9
1.0,11.0,13.950000000000001
1.0,11.0,14.0
1.0,11.0,14.05
1.0,11.0,14.100000000000001
1.0,11.0,14.15
1.0,11.0,14.200000000000001
1.0,11.0,14.25
1.0,11.0,14.3
1.0,11.0,14.350000000000001
1.0,11.0,14.4
1.0,11.0,14.450000000000001
1.0,11.5,13.600000000000001
1.0,11.5,13.65
1.0,11.5,13.700000000000001
1.0,11.5,13.75
1.0,11.5,13.8
1.0,11.5,13.850000000000001
1.0,11.5,13.9
1.0,11.5,13.950000000000001
1.0,11.5,14.0
1.0,11.5,14.05
1.0,11.5,14.100000000000001
1.0,11.5,14.15
1.0,11.5,14.200000000000001
1.0,11.5,14.25
1.0,11.5,14.3
1.0,11.5,14.350000000000001
1.0,11.5,14.4
1.0,12.0,13.600000000000001
1.0,12.0,13.65
1.0,12.0,13.700000000000001
1.0,12.0,13.75
1.0,12.0,13.8
1.0,12.0,13.850000000000001
1.0,12.0,13.9
1.0,12.0,13.950000000000001
1.0,12.0,14.0
1.0,12.0,14.05
1.0,12.0,14.100000000000001
1.0,12.0,14.15
1.0,12.0,14.200000000000001
1.0,12.0,14.25
1.0,12.0,14.3
1.0,12.0,14.350000000000001
1.0,12.0,14.4
1.0,12.5,13.65
1.0,12.5,13.700000000000001
1.0,12.5,13.75
1.0,12.5,13.8
1.0,12.5,13.850000000000001
1.0,12.5,13.9
1.0,12.5,13.950000000000001
1.0,12.5,14.0
1.0,12.5,14.05
1.0,12.5,14.100000000000001
1.0,12.5,14.15
1.0,12.5,14.200000000000001
1.0,12.5,14.25
1.0,12.5,14.3
1.0,12.5,14.350000000000001
1.0,13.0,13.65
1.0,13.0,13.700000000000001
1.0,13.0,13.75
1.0,13.0,13.8
1.0,13.0,13.850000000000001
1.0,13.0,13.9
1.0,13.0,13.950000000000001
1.0,13.0,14.0
1.0,13.0,14.05
1.0,13.0,14.100000000000001
1.0,13.0,14.15
1.0,13.0,14.200000000000001
1.0,13.0,14.25
1.0,13.0,14.3
1.0,13.0,14.350000000000001
1.0,13.5,13.65
1.0,13.5,13.700000000000001
1.0,13.5,13.75
1.0,13.5,13.8
1.0,13.5,13.850000000000001
1.0,13.5,13.9
1.0,13.5,13.950000000000001
1.0,13.5,14.0
1.0,13.5,14.05
1.0,13.5,14.100000000000001
1.0,13.5,14.15
1.0,13.5,14.200000000000001
1.0,13.5,14.25
1.0,13.5,14.3
1.0,13.5,14.350000000000001
1.0,14.0,13.700000000000001
1.0,14.0,13.75
1.0,14.0,13.8
1.0,14.0,13.850000000000001
1.0,14.0,13.9
1.0,14.0,13.950000000000001
1.0,14.0,14.0
1.0,14.0,14.05
1.0,14.0,14.100000000000001
1.0,14.0,14.15
1.0,14.0,14.200000000000001
1.0,14.0,14.25
1.0,14.0,14.3
1.0,14.5,13.700000000000001
1.0,14.5,13.75
1.0,14.5,13.8
1.0,14.5,13.850000000000001
1.0,14.5,13.9
1.0,14.5,13.950000000000001
1.0,14.5,14.0
1.0,14.5,14.05
1.0,14.5,14.100000000000001
1.0,14.5,14.15
1.0,14.5,14.200000000000001
1.0,14.5,14.25
1.0,14.5,14.3
1.0,15.0,13.75
1.0,15.0,13.8
1.0,15.0,13.850000000000001
1.0,15.0,13.9
1.0,15.0,13.950000000000001
1.0,15.0,14.0
1.0,15.0,14.05
1.0,15.0,14.100000000000001
1.0,15.0,14.15
1.0,15.0,14.200000000000001
1.0,15.0,14.25
1.0,15.5,13.8
1.0,15.5,13.850000000000001
1.0,15.5,13.9
1.0,15.5,13.950000000000001
1.0,15.5,14.0
1.0,15.5,14.05
1.0,15.5,14.100000000000001
1.0,15.5,14.15
1.0,15.5,14.200000000000001
1.0,16.0,13.8
1.0,16.0,13.850000000000001
1.0,16.0,13.9
1.0,16.0,13.950000000000001
1.0,16.0,14.0
1.0,16.0,14.05
1.0,16.0,14.100000000000001
1.0,16.0,14.15
1.0,16.0,14.200000000000001
1.0,16.5,13.850000000000001
1.0,16.5,13.9
1.0,16.5,13.950000000000001
1.0,16.5,14.0
1.0,16.5,14.05
1.0,16.5,14.100000000000001
1.0,16.5,14.15
1.0,17.0,13.9
1.0,17.0,13.950000000000001
1.0,17.0,14.0
1.0,17.0,14.05
1.0,17.0,14.100000000000001
1.5,1.5,13.9
1.5,1.5,13.950000000000001
1.5,1.5,14.0
1.5,1.5,14.05
1.5,1.5,14.100000000000001
1.5,1.5,14.15
1.5,1.5,14.200000000000001
1.5,1.5,14.25
1.5,1.5,14.3
1.5,2.0,13.700000000000001
1.5,2.0,13.75
1.5,2.0,13.8
1.5,2.0,13.850000000000001
1.5,2.0,13.9
1.5,2.0,13.950000000000001
1.5,2.0,14.0
1.5,2.0,14.05
1.5,2.0,14.100000000000001
1.5,2.0,14.15
1.5,2.0,14.200000000000001
1.5,2.0,14.25
1.5,2.0,14.3
1.5,2.0,14.350000000000001
1.5,2.0,14.4
1.5,2.0,14.450000000000001
1.5,2.0,14.5
1.5,2.5,13.600000000000001
1.5,2.5,13.65
1.5,2.5,13.700000000000001
1.5,2.5,13.75
1.5,2.5,13.8
1.5,2.5,13.850000000000001
1.5,2.5,14.450000000000001
1.5,2.5,14.5
1.5,2.5,14.55
1.5,3.0,13.55
1.5,3.0,13.600000000000001
1.5,3.0,13.65
1.5,3.0,13.700000000000001
1.5,3.0,14.5
1.5,3.0,14.55
1.5,3.0,14.600000000000001
1.5,3.5,13.5
1.5,3.5,13.55
1.5,3.5,13.600000000000001
1.5,3.5,13.65
1.5,3.5,14.55
1.5,3.5,14.600000000000001
1.5,3.5,14.65
1.5,4.0,13.5
1.5,4.0,13.55
1.5,4.0,13.600000000000001
1.5,4.0,14.55
1.5,4.0,14.600000000000001
1.5,4.0,14.65
1.5,4.5,13.5
1.5,4.5,13.55
1.5,4.5,13.600000000000001
1.5,4.5,14.55
1.5,4.5,14.600000000000001
1.5,4.5,14.65
1.5,5.0,13.5
1.5,5.0,13.55
1.5,5.0,14.55
1.5,5.0,14.600000000000001
1.5,5.0,14.65
1.5,5.5,13.5
1.5,5.5,13.55
1.5,5.5,14.55
1.5,5.5,14.600000000000001
1.5,5.5,14.65
1.5,6.0,13.5
1.5,6.0,13.55
1.5,6.0,14.55
1.5,6.0,14.600000000000001
1.5,6.0,14.65
1.5,6.5,13.5
1.5,6.5,13.55
1.5,6.5,14.55
1.5,6.5,14.600000000000001
1.5,6.5,14.65
1.5,7.0,13.5
1.5,7.0,13.55
1.5,7.0,14.55
1.5,7.0,14.600000000000001
1.5,7.0,14.65
1.5,7.5,13.5
1.5,7.5,13.55
1.5,7.5,14.5
1.5,7.5,14.55
1.5,7.5,14.600000000000001
1.5,7.5,14.65
1.5,8.0,13.55
1.5,8.0,13.600000000000001
1.5,8.0,14.5
1.5,8.0,14.55
1.5,8.0,14.600000000000001
1.5,8.0,14.65
1.5,8.5,13.55
1.5,8.5,13.600000000000001
1.5,8.5,14.5
1.5,8.5,14.55
1.5,8.5,14.600000000000001
1.5,8.5,14.65
1.5,9.0,13.55
1.5,9.0,13.600000000000001
1.5,9.0,14.5
1.5,9.0,14.55
1.5,9.0,14.600000000000001
1.5,9.5,13.55
1.5,9.5,13.600000000000001
1.5,9.5,14.450000000000001
1.5,9.5,14.5
1.5,9.5,14.55
1.5,9.5,14.600000000000001
1.5,10.0,13.55
1.5,10.0,13.600000000000001
1.5,10.0,13.65
1.5,10.0,14.450000000000001
1.5,10.0,14.5
1.5,10.0,14.55
1.5,10.0,14.600000000000001
1.5,10.5,13.600000000000001
1.5,10.5,13.65
1.5,10.5,14.450000000000001
1.5,10.5,14.5
1.5,10.5,14.55
1.5,10.5,14.600000000000001
1.5,11.0,13.600000000000001
1.5,11.0,13.65
1.5,11.0,14.4
1.5,11.0,14.450000000000001
1.5,11.0,14.5
1.5,11.0,14.55
1.5,11.5,13.600000000000001
1.5,11.5,13.65
1.5,11.5,14.4
1.5,11.5,14.450000000000001
1.5,11.5,14.5
1.5,11.5,14.55
1.5,12.0,13.65
1.5,12.0,13.700000000000001
1.5,12.0,14.350000000000001
1.5,12.0,14.4
1.5,12.0,14.450000000000001
1.5,12.0,14.5
1.5,12.0,14.55
1.5,12.5,13.65
1.5,12.5,13.700000000000001
1.5,12.5,14.350000000000001
1.5,12.5,14.4
1.5,12.5,14.450000000000001
1.5,12.5,14.5
1.5,13.0,13.65
1.5,13.0,13.700000000000001
1.5,13.0,14.350000000000001
1.5,13.0,14.4
1.5,13.0,14.450000000000001
1.5,13.0,14.5
1.5,13.5,13.700000000000001
1.5,13.5,13.75
1.5,13.5,14.3
1.5,13.5,14.350000000000001
1.5,13.5,14.4
1.5,13.5,14.450000000000001
1.5,13.5,14.5
1.5,14.0,13.700000000000001
1.5,14.0,13.75
1.5,14.0,14.3
1.5,14.0,14.350000000000001
1.5,14.0,14.4
1.5,14.0,14.450000000000001
1.5,14.5,13.700000000000001
1.5,14.5,13.75
1.5,14.5,14.25
1.5,14.5,14.3
1.5,14.5,14.350000000000001
1.5,14.5,14.4
1.5,14.5,14.450000000000001
1.5,15.0,13.75
1.5,15.0,13.8
1.5,15.0,14.200000000000001
1.5,15.0,14.25
1.5,15.0,14.3
1.5,15.0,14.350000000000001
1.5,15.0,14.4
1.5,15.5,13.75
1.5,15.5,13.8
1.5,15.5,14.200000000000001
1.5,15.5,14.25
1.5,15.5,14.3
1.5,15.5,14.350000000000001
1.5,15.5,14.4
1.5,16.0,13.8
1.5,16.0,13.850000000000001
1.5,16.0,14.15
1.5,16.0,14.200000000000001
1.5,16.0,14.25
1.5,16.0,14.3
1.5,16.0,14.350000000000001
1.5,16.5,13.8
1.5,16.5,13.850000000000001
1.5,16.5,13.9
1.5,16.5,14.100000000000001
1.5,16.5,14.15
1.5,16.5,14.200000000000001
1.5,16.5,14.25
1.5,16.5,14.3
1.5,16.5,14.350000000000001
1.5,17.0,13.850000000000001
1.5,17.0,13.9
1.5,17.0,13.950000000000001
1.5,17.0,14.0
1.5,17.0,14.05
1.5,17.0,14.100000000000001
1.5,17.0,14.15
1.5,17.0,14.200000000000001
1.5,17.0,14.25
1.5,17.0,14.3
1.5,17.5,13.9
1.5,17.5,13.950000000000001
1.5,17.5,14.0
1.5,17.5,14.05
1.5,17.5,14.100000000000001
1.5,17.5,14.15
1.5,17.5,14.200000000000001
1.5,17.5,14.25
1.5,17.5,14.3
1.5,18.0,13.9
1.5,18.0,13.950000000000001
1.5,18.0,14.0
1.5,18.0,14.05
1.5,18.0,14.100000000000001
1.5,18.0,14.15
1.5,18.0,14.200000000000001
1.5,18.0,14.25
1.5,18.5,13.950000000000001
1.5,18.5,14.0
1.5,18.5,14.05
1.5,18.5,14.100000000000001
1.5,18.5,14.15
1.5,18.5,14.200000000000001
1.5,19.0,14.05
1.5,19.0,14.100000000000001
1.5,19.0,14.15
2.0,2.0,13.850000000000001
2.0,2.0,13.9
2.0,2.0,13.950000000000001
2.0,2.0,14.0
2.0,2.0,14.05
2.0,2.0,14.100000000000001
2.0,2.0,14.15
2.0,2.0,14.200000000000001
2.0,2.0,14.25
2.0,2.0,14.3
2.0,2.0,14.350000000000001
2.0,2.0,14.4
2.0,2.0,14.450000000000001
2.0,2.5,13.700000000000001
2.0,2.5,13.75
2.0,2.5,13.8
2.0,2.5,13.850000000000001
2.0,2.5,13.9
2.0,2.5,13.950000000000001
2.0,2.5,14.0
2.0,2.5,14.05
2.0,2.5,14.3
2.0,2.5,14.350000000000001
2.0,2.5,14.4
2.0,2.5,14.450000000000001
2.0,2.5,14.5
2.0,2.5,14.55
2.0,3.0,13.65
2.0,3.0,13.700000000000001
2.0,3.0,13.75
2.0,3.0,13.8
2.0,3.0,13.850000000000001
2.0,3.0,14.55
2.0,3.0,14.600000000000001
2.0,3.0,14.65
2.0,3.5,13.600000000000001
2.0,3.5,13.65
2.0,3.5,13.700000000000001
2.0,3.5,13.75
2.0,3.5,14.600000000000001
2.0,3.5,14.65
2.0,4.0,13.600000000000001
2.0,4.0,13.65
2.0,4.0,13.700000000000001
2.0,4.0,14.65
2.0,4.0,14.700000000000001
2.0,4.5,13.55
2.0,4.5,13.600000000000001
2.0,4.5,13.65
2.0,4.5,14.65
2.0,4.5,14.700000000000001
2.0,5.0,13.55
2.0,5.0,13.600000000000001
2.0,5.0,13.65
2.0,5.0,14.65
2.0,5.0,14.700000000000001
2.0,5.5,13.55
2.0,5.5,13.600000000000001
2.0,5.5,14.65
2.0,5.5,14.700000000000001
2.0,6.0,13.55
2.0,6.0,13.600000000000001
2.0,6.0,14.65
2.0,6.0,14.700000000000001
2.0,6.0,14.75
2.0,6.5,13.55
2.0,6.5,13.600000000000001
2.0,6.5,14.65
2.0,6.5,14.700000000000001
2.0,7.0,13.55
2.0,7.0,13.600000000000001
2.0,7.0,14.65
2.0,7.0,14.700000000000001
2.0,7.5,13.55
2.0,7.5,13.600000000000001
2.0,7.5,14.65
2.0,7.5,14.700000000000001
2.0,8.0,13.55
2.0,8.0,13.600000000000001
2.0,8.0,14.65
2.0,8.0,14.700000000000001
2.0,8.5,13.600000000000001
2.0,8.5,13.65
2.0,8.5,14.600000000000001
2.0,8.5,14.65
2.0,8.5,14.700000000000001
2.0,9.0,13.600000000000001
2.0,9.0,13.65
2.0,9.0,14.600000000000001
2.0,9.0,14.65
2.0,9.0,14.700000000000001
2.0,9.5,13.600000000000001
2.0,9.5,13.65
2.0,9.5,14.600000000000001
2.0,9.5,14.65
2.0,9.5,14.700000000000001
2.0,10.0,13.600000000000001
2.0,10.0,13.65
